"job_title","seniority_level","status","location","post_date","industry","ownership","company_size","revenue","salary","skills","salary_clean","salary_min","salary_max","salary_num","salary_usd"
"data scientist","midlevel","on-site","San Diego, CA . On-site","5 days ago","Healthcare","Public","78,720","78,720","115,539 - 181,846","['aws', 'git', 'r', 'python', 'java', 'machine learning', 'database', 'azure', 'matplotlib']","115539 - 181846",115539,NA,115539,130027.5906
"data scientist","senior","on-site","Redmond, WA","a month ago","Technology","Public","94,540","94,540","121,475 - 255,734","['sql', 'machine learning', 'r', 'python']","121475 - 255734",121475,NA,121475,136707.965
"data scientist","lead","hybrid",NA,"a month ago","Technology","Private","360","360","294,100","[]","294100",294100,NA,294100,330980.14
"data scientist",NA,"on-site","San Francisco, California . On-site","8 days ago","Technology","Private","500","500","127,874 - 155,273","[]","127874 - 155273",127874,NA,127874,143909.3996
"machine learning engineer","senior",NA,"Pune, Maharashtra, India","2 days ago","Logistics","Private","38,130","38,130","26,760","['spark', 'aws', 'powerbi', 'python', 'docker', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure']","26760",26760,NA,26760,30115.704
"data scientist","midlevel","remote","Annapolis Junction, MD . Annapolis, MD . Fully Remote","a month ago","Technology","Private","60","60","109,600 - 182,666","['linux', 'machine learning', 'python']","109600 - 182666",109600,NA,109600,123343.84
"data scientist","senior","remote","Rosemont, IL","5 days ago","Healthcare","Public","28,070",NA,"68,501 - 109,601","['git', 'r', 'python', 'bash', 'sql', 'machine learning', 'deep learning']","68501 - 109601",68501,NA,68501,77091.0254
"data scientist","lead","hybrid","New York, NY . Hybrid","a month ago","Finance","Public","68,430",NA,"137,002","['pandas', 'numpy', 'scikit-learn', 'python', 'sql', 'hadoop']","137002",137002,NA,137002,154182.0508
"data scientist","senior",NA,"Hyderabad, Telangana, India","10 days ago","Technology","Public","40,050","40,050","24,621","['pytorch', 'r', 'python', 'sql', 'machine learning', 'deep learning', 'tensorflow', 'tableau']","24621",24621,NA,24621,27708.4734
"data scientist","junior",NA,"Bengaluru, Karnataka, India","a month ago","Technology","Public","222,040","222,040","10,055","['deep learning', 'machine learning']","10055",10055,NA,10055,11315.897
"data scientist","senior","on-site","Chantilly, VA . On-site","a month ago","Technology","Public","26,030","26,030","114,171","['aws', 'azure']","114171",114171,NA,114171,128488.0434
"data scientist","senior",NA,"Pune, Maharashtra, India","8 days ago","Finance","Public","68,160","68,160","29,949 - 41,758","['powerbi', 'aws', 'python', 'sql', 'machine learning', 'tableau']","29949 - 41758",29949,NA,29949,33704.6046
"data scientist","senior",NA,"Bengaluru, Karnataka, India","5 days ago","Technology","Public","261,060","261,060","9,583","['aws', 'r', 'python', 'sql', 'neural network', 'gcp', 'azure']","9583",9583,NA,9583,10784.7082
"data scientist","senior","on-site","Orlando, FL","a month ago","Technology","Public","108,650","108,650","68,500","['machine learning']","68500",68500,NA,68500,77089.9
"data scientist","senior","remote","Bengaluru, Karnataka, India","3 months ago","Technology","Private","15,440","15,440","36,104","['spark', 'python', 'sql', 'machine learning', 'deep learning', 'tensorflow']","36104",36104,NA,36104,40631.4416
"data scientist","senior","hybrid","Montreal, Quebec, Canada . Hybrid","5 days ago","Technology","Private","31","31","55,906","['pandas', 'numpy', 'pytorch', 'aws', 'scikit-learn', 'python', 'sql', 'machine learning']","55906",55906,NA,55906,62916.6124
"data scientist","midlevel","hybrid","Lebanon, NH . Hybrid","17 days ago","Healthcare","Public","613",NA,"81,293 - 108,937","['machine learning', 'python']","81293 - 108937",81293,NA,81293,91487.1422
"data scientist","midlevel","on-site","Veldhoven, North Brabant, Netherlands . On-site","8 days ago","Technology","Public","24,820","24,820","82,373","['python']","82373",82373,NA,82373,92702.5742
"data scientist","senior","remote","United States","15 days ago","Healthcare","Public","1,020",NA,"88,140 - 136,089","['sql', 'azure', 'r', 'python']","88140 - 136089",88140,NA,88140,99192.756
"data scientist","senior",NA,"New York, NY","22 days ago","Technology","Public","11,060",NA,"114,175 - 118,741","['aws', 'git', 'python', 'sql', 'gcp', 'machine learning']","114175 - 118741",114175,NA,114175,128492.545
"data scientist","senior","on-site","Annapolis Junction, MD","a month ago","Technology","Private","45","45","178,100 - 210,980","['sql', 'machine learning', 'r', 'python']","178100 - 210980",178100,NA,178100,200433.74
"data scientist","senior",NA,"Budapest, Budapest, Hungary","a month ago","Finance","Public","88,990","88,990","27,403","['machine learning', 'python']","27403",27403,NA,27403,30839.3362
"data scientist","midlevel","remote","Fort Meade, MD . Fort Meade, Maryland, Birleşik Devletler . Fully Remote","3 months ago","Technology","Private","90","90","127,871 - 178,103","['sql', 'machine learning', 'r', 'python']","127871 - 178103",127871,NA,127871,143906.0234
"data scientist","senior","on-site","Mountain View, CA","15 days ago","Technology","Public","182,338","182,338","171,712 - 277,840","['sql', 'python']","171712 - 277840",171712,NA,171712,193244.6848
"data scientist","senior",NA,"Bengaluru, Karnataka, India","19 days ago","Technology","Private","3,540","3,540","19,234","['pytorch', 'aws', 'git', 'python', 'docker', 'gcp', 'azure', 'tensorflow']","19234",19234,NA,19234,21645.9436
"data scientist","lead","on-site","Antwerp Metropolitan Area","2 days ago","Technology","Public","20,070",NA,"90,697","['powerbi', 'tableau']","90697",90697,NA,90697,102070.4038
"machine learning engineer",NA,"on-site","San Francisco, CA . Seattle, WA . New York, NY . On-site","13 days ago","Technology","Private","31","31","200,939 - 296,838","[]","200939 - 296838",200939,NA,200939,226136.7506
"data scientist","senior","on-site","United States","9 days ago","Technology","Public","212,610","212,610","99,744 - 204,046","['pytorch', 'aws', 'r', 'python', 'docker', 'machine learning', 'kubernetes', 'deep learning', 'tensorflow']","99744 - 204046",99744,NA,99744,112251.8976
"data scientist","senior","on-site","Dublin, County Dublin, Ireland","22 days ago","Healthcare","Public","37,990",NA,"52,987","['sql', 'azure', 'python']","52987",52987,NA,52987,59631.5698
"data scientist","lead",NA,"Alpharetta, GA","15 days ago","Technology","Public","65,120",NA,"115,086","['spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'hadoop', 'azure', 'tensorflow', 'tableau']","115086",115086,NA,115086,129517.7844
"data scientist","senior","remote","United States","a month ago","Technology","Public","55,070","55,070","100,467","['machine learning']","100467",100467,NA,100467,113065.5618
"machine learning engineer","senior","hybrid","San Jose, CA . Hybrid","15 days ago","Technology","Public","34,690","34,690","125,584 - 216,003","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'scikit-learn', 'python', 'java', 'sql', 'machine learning', 'tensorflow']","125584 - 216003",125584,NA,125584,141332.2336
"data scientist","senior","on-site","United States . On-site","8 days ago","Technology","Private","2,540","2,540","137,003 - 150,703","['sql', 'machine learning', 'r', 'python']","137003 - 150703",137003,NA,137003,154183.1762
"machine learning engineer","senior",NA,NA,"2 years ago","Technology","Private","910","910","44,207","[]","44207",44207,NA,44207,49750.5578
"data scientist","senior","remote","Riverwoods, IL","10 days ago","Technology","Public","14,460","14,460","118,733 - 166,226","['sql', 'tableau']","118733 - 166226",118733,NA,118733,133622.1182
"data scientist","lead","on-site","South San Francisco, CA","6 days ago","Technology","Private","14,040","14,040","195,911","['machine learning']","195911",195911,NA,195911,220478.2394
"data scientist","midlevel","remote","Tallahassee, FL . Arlington, VA . Fully Remote","25 days ago","Finance","Public","7,290",NA,"131,219 - 223,067","['r', 'python', 'sql', 'machine learning', 'database', 'deep learning']","131219 - 223067",131219,NA,131219,147673.8626
"data scientist","senior","remote",NA,"a month ago","Technology","Private","960","960","164,405 - 226,054","[]","164405 - 226054",164405,NA,164405,185021.387
"data scientist","senior","hybrid","San Jose, CA . Hybrid","2 months ago","Technology","Private","750","750","112,800 - 194,405","['sql', 'machine learning', 'r', 'python']","112800 - 194405",112800,NA,112800,126945.12
"data scientist",NA,"on-site",NA,"13 days ago","Technology","Private","600","600","127,868 - 143,851","[]","127868 - 143851",127868,NA,127868,143902.6472
"data scientist","senior",NA,"Edinburgh, Scotland, United Kingdom","a day ago","Finance","Public","60,010","60,010","59,677","['machine learning', 'python']","59677",59677,NA,59677,67160.4958
"data scientist","senior","on-site","Milwaukee, WI","8 days ago","Healthcare","Public","48,050","48,050","102,300 - 140,660","['spark', 'python', 'scala', 'machine learning', 'database', 'azure', 'tableau']","102300 - 140660",102300,NA,102300,115128.42
"data scientist","midlevel","on-site","Pune, Maharashtra, India . On-site","3 months ago","Technology","Private","12,090","12,090","13,173","['amazon', 'r', 'python', 'java', 'database', 'hadoop', 'machine learning']","13173",13173,NA,13173,14824.8942
"data scientist","senior","remote",NA,"2 months ago","Technology","Private","351","351","164,400","[]","164400",164400,NA,164400,185015.76
"data scientist","senior","on-site","Seattle, WA","a month ago","Technology","Public","65,870","65,870","125,223 - 216,007","['sql', 'r', 'python']","125223 - 216007",125223,NA,125223,140925.9642
"data scientist","senior","on-site","Johns Creek, GA","6 days ago","Retail","Public","130,020","130,020","137,000","['machine learning']","137000",137000,NA,137000,154179.8
"data scientist","senior","hybrid","Basking Ridge, NJ . Irving, TX . Temple Terrace, FL . Boston, MA . Ashburn, VA + 1 More . Hybrid","8 days ago","Technology","Public","132,060","132,060","92,254","['python', 'sql', 'machine learning', 'database', 'hadoop', 'deep learning']","92254",92254,NA,92254,103822.6516
"data scientist","senior",NA,"Itanagar, Arunachal Pradesh, India","2 months ago","Finance","Private","78,060","78,060","12,924","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'git', 'scikit-learn', 'python', 'docker', 'scipy', 'hadoop', 'machine learning', 'database', 'keras', 'deep learning', 'matplotlib', 'tensorflow']","12924",12924,NA,12924,14544.6696
"data scientist","senior","remote",NA,"16 days ago","Technology","Private","1,890","1,890","198,198 - 277,565","[]","198198 - 277565",198198,NA,198198,223052.0292
"data scientist","senior","on-site","New Brunswick, NJ","a day ago","Healthcare","Public","128,860","128,860","97,046 - 131,295","['aws', 'powerbi', 'r', 'python', 'airflow', 'machine learning', 'azure', 'tableau']","97046 - 131295",97046,NA,97046,109215.5684
"data scientist","senior","on-site","Bellevue, WA","23 days ago","Technology","Public","24,320",NA,"109,328 - 203,035","['pytorch', 'scikit-learn', 'python', 'scala', 'java', 'machine learning', 'tensorflow']","109328 - 203035",109328,NA,109328,123037.7312
"data scientist","lead","on-site","Phoenix, AZ","15 days ago","Finance","Private","33,050","33,050","137,000","['spark', 'r', 'python', 'sql', 'machine learning', 'hadoop', 'deep learning']","137000",137000,NA,137000,154179.8
"data scientist","senior",NA,"McLean, VA","2 months ago","Technology","Private","420","420","72,666 - 159,901","['database', 'machine learning', 'python']","72666 - 159901",72666,NA,72666,81778.3164
"data scientist","lead",NA,"Columbia, MD","14 days ago","Technology","Private","180","180","100,472 - 146,138","['pytorch', 'spark', 'aws', 'r', 'python', 'scikit-learn', 'scala', 'sql', 'machine learning', 'gcp', 'azure', 'tensorflow']","100472 - 146138",100472,NA,100472,113071.1888
"data scientist","senior","on-site",NA,"a month ago","Technology","Private","420","420","144,307 - 167,140","[]","144307 - 167140",144307,NA,144307,162403.0978
"data scientist","senior",NA,"Utah, United States","15 days ago","Technology","Public","97,070","97,070","125,495 - 188,149","['aws', 'gcp', 'azure']","125495 - 188149",125495,NA,125495,141232.073
"machine learning engineer","senior",NA,"South San Francisco, CA . South San Francisco, Kalifornia, Stany Zjednoczone","7 days ago","Healthcare","Private","250","250","190,891 - 212,811","['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']","190891 - 212811",190891,NA,190891,214828.7314
"data scientist","senior","hybrid","Kitchener-Waterloo, ON . Toronto, ON . Hybrid","11 days ago","Finance","Private","780","780","153,447 - 210,986","[]","153447 - 210986",153447,NA,153447,172689.2538
"machine learning engineer","senior","on-site","Torrance, CA","15 days ago","Technology","Public","10,100","10,100","63,941","['java', 'machine learning', 'r', 'python']","63941",63941,NA,63941,71959.2014
"data scientist",NA,"remote",NA,"4 days ago","Technology","Private","420","420","213,594","[]","213594",213594,NA,213594,240378.6876
"machine learning engineer","lead",NA,NA,"a year ago","Technology","Private","910","910","44,202","[]","44202",44202,NA,44202,49744.9308
"data scientist","senior","hybrid","Greater Chicago Area . Hybrid","a month ago","Finance","Private","660","660","73,068 - 91,335","['aws', 'python', 'sql', 'machine learning', 'deep learning']","73068 - 91335",73068,NA,73068,82230.7272
"data scientist",NA,"on-site","Barcelona, Spain . On-site","2 months ago","Technology","Private","3,800","3,800","46,528 - 76,222","[]","46528 - 76222",46528,NA,46528,52362.6112
"data scientist","senior","on-site","Cambridge, MA","5 days ago","Technology","Public","9,020",NA,"9,140","['r', 'python', 'sql', 'hadoop', 'machine learning']","9140",9140,NA,9140,10286.156
"data scientist","senior","on-site","Normal, IL . Plymouth, MI . Palo Alto, CA . Irvine, CA . Atlanta, GA","15 days ago","Technology","Public","3,780","3,780","147,050 - 196,370","['sql', 'r', 'python']","147050 - 196370",147050,NA,147050,165490.07
"machine learning engineer",NA,"hybrid","Sunnyvale, CA . Hybrid","a day ago","Technology","Private","900","900","144,491","[]","144491",144491,NA,144491,162610.1714
"data scientist","senior","remote",NA,"11 days ago","Technology","Public","2,780",NA,"146,050 - 230,989","[]","146050 - 230989",146050,NA,146050,164364.67
"data scientist","senior","on-site","Menlo Park, CA","3 months ago","Technology","Public","3,760","3,760","181,756 - 258,932","['python']","181756 - 258932",181756,NA,181756,204548.2024
"data scientist","senior","remote",NA,"7 days ago","Technology","Private","270","270","132,438 - 159,838","[]","132438 - 159838",132438,NA,132438,149045.7252
