job_title,seniority_level,status,location,post_date,industry,ownership,company_size,revenue,salary_clean,avg_salary_usd,skills
data scientist,senior,on-site,"Bengaluru, Karnataka, India",2 months ago,Retail,Public,"409,050","409,050",31210 - 58197,35123.734,"['spark', 'machine learning', 'git', 'python']"
data scientist,lead,on-site,"Mumbai, Maharashtra, India",14 days ago,Healthcare,Public,"37,950",NA,29799 - 32903,33535.7946,"['git', 'r', 'python', 'airflow', 'sql', 'machine learning']"
data scientist,midlevel,on-site,"Sunnyvale, CA",a month ago,Technology,Public,"94,590","94,590",132433 - 186319,149040.0982,"['sql', 'machine learning', 'r', 'python']"
data scientist,senior,NA,"San Francisco, CA",25 days ago,Technology,Public,"17,020","17,020",173540,195301.916,"['sql', 'machine learning', 'r', 'python']"
data scientist,lead,on-site,"Sunnyvale, CA",14 days ago,Retail,Public,NA,NA,182672,205579.06879999998,"['spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']"
machine learning engineer,senior,hybrid,"Noida, Uttar Pradesh, India . Ahmedabad, Gujarat, India . Trivandrum, Kerala, India . Bengaluru, Karnataka, India . Hyderabad, Telangana, India + 2 More . Hybrid",a month ago,Technology,Public,"212,630","212,630",41974,47237.5396,"['pytorch', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'deep learning', 'sql', 'machine learning', 'gcp', 'kubernetes', 'hadoop', 'azure', 'tensorflow']"
data scientist,senior,on-site,"San Francisco, CA . Seattle, WA . Atlanta, GA",5 days ago,Technology,Public,"65,820","65,820",183405 - 252178,206403.987,"['spark', 'r', 'python', 'airflow', 'hadoop']"
data scientist,senior,hybrid,"Bengaluru, Karnataka, India . Hybrid",14 days ago,Technology,Public,"34,660","34,660",32875 - 47285,36997.525,"['sql', 'machine learning', 'python']"
data scientist,NA,on-site,NA,14 days ago,Technology,Public,"2,270",NA,155610 - 207329,175123.494,[]
data scientist,senior,NA,"London, England, United Kingdom",14 days ago,Technology,Public,"26,090",NA,78110,87904.99399999999,"['r', 'python', 'sql', 'hadoop', 'machine learning', 'tableau']"
data scientist,senior,on-site,"Chantilly, VA . On-site",8 days ago,Technology,Public,"26,020","26,020",114169,128485.7926,"['amazon', 'aws', 'python']"
data scientist,midlevel,hybrid,"Washington, DC . Hybrid",14 days ago,Finance,Public,"21,030","21,030",106410 - 164863,119753.814,"['spark', 'hadoop', 'sql', 'python']"
data scientist,senior,on-site,"Bellevue, WA",6 days ago,Retail,Public,"865,416","865,416",117828 - 219207,132603.6312,"['amazon', 'r', 'python', 'sql', 'machine learning']"
data scientist,senior,NA,"Jacksonville, FL",6 days ago,Technology,Public,"5,010",NA,38945,43828.703,"['pytorch', 'spark', 'python', 'sql', 'machine learning']"
data scientist,senior,on-site,"Bengaluru East, Karnataka, India",14 days ago,Technology,Public,"261,060","261,060",9586,10788.0844,"['sql', 'machine learning', 'r', 'python']"
data scientist,senior,NA,Spain,7 days ago,Technology,Public,990,NA,54805,61677.547,"['pandas', 'python', 'docker', 'airflow', 'sql', 'gcp', 'machine learning']"
data scientist,lead,NA,"Albany, NY",a month ago,Healthcare,Public,"300,010","300,010",131704 - 263406,148219.68159999998,"['sql', 'machine learning', 'python']"
data scientist,senior,on-site,"Mason, OH",7 days ago,Manufacturing,Public,"101,040","101,040",77642 - 105041,87378.30679999999,"['aws', 'machine learning', 'r', 'azure']"
data scientist,junior,NA,"Bengaluru, Karnataka, India",a month ago,Technology,Public,"222,050","222,050",10049,11309.1446,"['deep learning', 'machine learning']"
data scientist,senior,on-site,"Overland Park, KS . Bellevue, WA",3 months ago,Technology,Public,"83,550",NA,116364 - 209888,130956.0456,"['spark', 'r', 'python', 'sql', 'machine learning', 'database', 'hadoop', 'deep learning']"
data scientist,senior,on-site,"Homestead, FL",a month ago,Technology,Public,"20,010",NA,63118 - 129242,71032.9972,"['sql', 'machine learning', 'r', 'python']"
data scientist,senior,remote,"Raleigh, NC",a month ago,Technology,Public,"10,070",NA,99560,112044.824,"['pandas', 'numpy', 'pytorch', 'spark', 'scikit-learn', 'python', 'scala', 'java', 'sql', 'machine learning', 'keras', 'deep learning', 'tensorflow']"
data scientist,midlevel,NA,"McLean, VA",a month ago,Technology,Public,"27,390",NA,95585 - 172784,107571.359,"['aws', 'git', 'python', 'sql', 'database', 'machine learning', 'matplotlib', 'tensorflow', 'tableau']"
data scientist,senior,remote,"Raleigh, NC . Fully Remote",a month ago,Technology,Public,"10,020",NA,99554,112038.0716,"['spark', 'python', 'machine learning', 'hadoop', 'deep learning']"
data scientist,senior,remote,Mexico City Metropolitan Area,5 days ago,Technology,NA,Private,NA,7678,8640.8212,"['pandas', 'numpy', 'python', 'sklearn', 'machine learning', 'matplotlib']"
data scientist,senior,on-site,"Bethesda, MD . On-site",a month ago,Technology,Public,"27,400",NA,77773 - 140587,87525.73419999999,"['amazon', 'aws', 'git', 'r', 'python', 'docker', 'sql', 'kubernetes', 'hadoop']"
data scientist,senior,on-site,United States,7 days ago,Technology,Public,"1,300",NA,115088 - 143858,129520.0352,"['aws', 'git', 'r', 'python', 'sql', 'machine learning']"
data scientist,senior,on-site,"Cincinnati, OH",a month ago,Finance,Public,"62,040","62,040",161759 - 271723,182043.57859999998,"['spark', 'sql', 'machine learning', 'python']"
data scientist,midlevel,NA,"Pune, Maharashtra, India",14 days ago,Technology,Public,"492,235","492,235",12730 - 26190,14326.341999999999,"['r', 'python', 'java', 'sql', 'database', 'machine learning']"
data scientist,senior,remote,NA,6 months ago,Energy,Private,90,90,168968 - 210068,190156.58719999998,[]
machine learning engineer,senior,NA,"Bengaluru, Karnataka, India",14 days ago,Technology,Public,"492,235","492,235",10525 - 26186,11844.835,"['sql', 'python']"
data scientist,NA,on-site,"San Francisco, California, United States . On-site",a month ago,Finance,Private,950,950,138831 - 173538,156240.4074,[]
data scientist,senior,NA,"Singapore, Singapore",5 days ago,Technology,Public,"36,130",NA,104657 - 128182,117780.9878,"['spark', 'aws', 'git', 'python', 'sql', 'gcp', 'deep learning', 'azure', 'tensorflow']"
data scientist,senior,NA,"Madrid, Community of Madrid, Spain",13 days ago,Finance,Private,"312,010","312,010",28046,31562.968399999998,[]
data scientist,senior,on-site,"Augusta, GA",14 days ago,Technology,Public,"65,140",NA,58366 - 156348,65685.0964,"['aws', 'powerbi', 'r', 'python', 'sql', 'machine learning', 'tableau']"
data scientist,senior,on-site,"Redmond, WA",16 days ago,Technology,Public,"94,580","94,580",132436 - 186322,149043.4744,"['sql', 'machine learning', 'r', 'python']"
data scientist,senior,remote,"San Jose, California, United States . Fully Remote",15 days ago,Healthcare,Public,"4,560",NA,155267 - 182667,174737.48179999998,[]
data scientist,senior,on-site,"Sunnyvale, CA",16 days ago,Retail,Public,NA,NA,130608 - 261214,146986.2432,"['spark', 'r', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']"
data scientist,senior,on-site,"Noida, Uttar Pradesh, India",21 days ago,Healthcare,Public,"37,990",NA,29800 - 32904,33536.92,"['pytorch', 'aws', 'git', 'r', 'python', 'docker', 'scikit-learn', 'deep learning', 'machine learning', 'gcp', 'kubernetes', 'keras', 'azure', 'tensorflow']"
data scientist,lead,NA,"Bengaluru, Karnataka, India",15 days ago,Finance,Public,"290,740","290,740",27555 - 43659,31010.396999999997,"['sql', 'aws', 'tableau']"
data scientist,senior,NA,"Mountain View, CA",a month ago,Technology,Public,"17,050","17,050",173536,195297.41439999998,"['sql', 'machine learning', 'tableau', 'python']"
data scientist,senior,on-site,Antwerp Metropolitan Area,2 days ago,Technology,Public,"20,020",NA,99006,111421.35239999999,"['machine learning', 'database']"
data scientist,senior,on-site,"San Francisco, CA",14 days ago,Technology,Public,"6,030","6,030",211535 - 282044,238061.489,"['tableau', 'sql', 'r', 'python']"
data scientist,senior,on-site,"Mountain View, California . On-site",18 hours ago,Technology,Private,"2,270","2,270",209476,235744.2904,[]
data scientist,junior,hybrid,"Valladolid, Castilla and Leon, Spain . Sevilla La Nueva, Community of Madrid, Spain . Hybrid",15 days ago,Technology,Private,"263,590","263,590",32159,36191.7386,"['pandas', 'numpy', 'aws', 'r', 'python', 'scikit-learn', 'machine learning', 'gcp', 'deep learning', 'azure', 'matplotlib']"
machine learning engineer,lead,on-site,"New York, NY . On-site",a month ago,Finance,Public,"290,790","290,790",200933,226129.9982,"['pandas', 'numpy', 'pytorch', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']"
data scientist,senior,NA,"San Diego, CA",14 days ago,Technology,Public,"17,040","17,040",168966,190154.3364,"['pandas', 'numpy', 'git', 'scikit-learn', 'python', 'linux', 'sql', 'machine learning', 'tableau']"
data scientist,senior,NA,Greater Hyderabad Area,10 days ago,Technology,Private,950,950,2283322,2569650.5788,"['azure', 'python']"
data engineer,senior,on-site,"North Reading, MA",2 days ago,Retail,Public,"865,456","865,456",117826 - 219205,132601.3804,"['amazon', 'spark', 'python', 'scala', 'sql', 'hadoop', 'machine learning']"
data scientist,lead,on-site,"Menlo Park, CA",18 days ago,Technology,Public,"94,590","94,590",231077 - 286790,260054.0558,['machine learning']
data scientist,midlevel,remote,"Belize City, Belize, Belize . Fully Remote",14 days ago,Technology,NA,Private,NA,25214,28375.8356,"['sql', 'machine learning', 'python']"
data scientist,senior,hybrid,"Chicago, IL . Hybrid",2 months ago,Technology,Public,"34,630","34,630",112801 - 194406,126946.2454,"['sql', 'machine learning', 'tableau', 'python']"
data scientist,senior,hybrid,"Norco, CA . Hybrid",7 days ago,Technology,Public,"27,040",NA,90420 - 205499,101758.66799999999,"['pytorch', 'aws', 'scikit-learn', 'python', 'machine learning', 'azure', 'tensorflow']"
machine learning engineer,junior,NA,"Bengaluru, Karnataka, India",17 days ago,Technology,Public,"492,225","492,225",10524 - 26185,11843.7096,['machine learning']
data scientist,lead,NA,"Bengaluru, Karnataka, India",7 days ago,Retail,Public,"409,030","409,030",31966 - 58197,35974.5364,"['spark', 'machine learning', 'git', 'python']"
data scientist,senior,on-site,"North Las Vegas, NV . On-site",7 days ago,Technology,Public,"26,050","26,050",114170,128486.91799999999,['machine learning']
data scientist,senior,on-site,"Denver, CO",a month ago,Technology,Public,"65,860","65,860",183400 - 252173,206398.36,"['spark', 'r', 'python', 'airflow', 'hadoop']"
data scientist,senior,on-site,"Boston, MA",4 days ago,Finance,Public,"3,070",NA,141567,159319.5018,"['kubernetes', 'machine learning', 'python']"
data scientist,senior,NA,"Bengaluru, Karnataka, India",11 days ago,Technology,Private,590,590,23243,26157.672199999997,"['aws', 'machine learning', 'python']"
data scientist,senior,on-site,"McLean, VA . 미국 버지니아 McLean",a month ago,Technology,Private,"21,640","21,640",147509 - 199569,166006.6286,"['python', 'database', 'linux', 'sql', 'kubernetes', 'keras', 'machine learning', 'tensorflow']"
data scientist,midlevel,NA,"Brooklyn, NY",6 days ago,Energy,Public,"6,190",NA,108695 - 141574,122325.35299999999,"['tableau', 'sql', 'r', 'python']"
machine learning engineer,midlevel,NA,"Bengaluru, Karnataka, India",14 days ago,Technology,Public,"492,255","492,255",10524 - 26185,11843.7096,"['azure', 'machine learning', 'python']"
data scientist,senior,on-site,NA,4 months ago,Technology,Private,320,320,28127,31654.125799999998,[]
data scientist,senior,on-site,"Dublin, County Dublin, Ireland",14 days ago,Healthcare,Public,"37,950",NA,67978 - 93603,76502.4412,"['sql', 'azure', 'machine learning', 'python']"
data scientist,senior,on-site,"Washington, DC",18 days ago,Technology,Public,"94,570","94,570",132441 - 186327,149049.10139999999,"['sql', 'machine learning', 'r', 'python']"
data scientist,senior,on-site,"Austin, TX",18 days ago,Technology,Public,"94,530","94,530",132434 - 186320,149041.2236,"['sql', 'machine learning', 'r', 'python']"
data engineer,senior,on-site,"Seattle, WA",21 days ago,Retail,Public,"865,456","865,456",109603 - 219202,123347.2162,"['amazon', 'aws']"
data scientist,senior,NA,"Singapore, Singapore . シンガポール シンガポール",a month ago,Technology,Public,"40,060","40,060",43549 - 48973,49010.0446,"['java', 'sql', 'git', 'python']"
data scientist,senior,NA,"Bengaluru, Karnataka, India . Gurugram, Haryana, India . Hyderabad, Telangana, India",a month ago,Retail,Public,"865,446","865,446",68388 - 109537,76963.85519999999,"['amazon', 'spark', 'r', 'python', 'sql', 'machine learning', 'hadoop', 'deep learning']"
data scientist,senior,on-site,"New York, NY",a month ago,Retail,Public,"865,416","865,416",146134 - 164401,164459.2036,"['amazon', 'r', 'python', 'neural network', 'sql', 'machine learning', 'deep learning']"
machine learning engineer,senior,NA,"Bengaluru East, Karnataka, India",21 days ago,Technology,Public,"261,050","261,050",9584,10785.8336,"['deep learning', 'aws', 'machine learning', 'azure']"
machine learning engineer,senior,on-site,"Bengaluru, Karnataka, India",10 days ago,Technology,Public,"117,790","117,790",19599,22056.7146,"['git', 'docker', 'java', 'sql', 'database']"
data scientist,senior,hybrid,"Washington, DC . Hybrid",14 days ago,Technology,Public,"57,270","57,270",105769,119032.4326,"['r', 'python', 'sql', 'machine learning', 'matplotlib', 'tableau']"
data scientist,senior,NA,"Bengaluru, Karnataka, India",21 days ago,Retail,Public,"409,070","409,070",31967 - 58198,35975.6618,"['spark', 'python', 'sql', 'machine learning', 'deep learning']"
data scientist,lead,on-site,"Chicago, IL",21 days ago,Retail,Public,"55,150","55,150",262859 - 300031,295821.5186,"['aws', 'r', 'python', 'scala', 'machine learning', 'database', 'deep learning']"
data scientist,junior,hybrid,"Austin, TX . Chicago, IL . Hybrid",a month ago,Technology,Public,"34,690","34,690",112804 - 194409,126949.6216,"['sql', 'database']"
data scientist,midlevel,hybrid,"Washington, DC . Hybrid",14 days ago,Technology,Public,"27,040",NA,70880 - 160751,79768.352,"['sql', 'machine learning', 'python']"
data scientist,senior,on-site,"Toronto, Ontario, Canada",14 days ago,Manufacturing,Public,"18,900",NA,91610 - 114535,103097.894,"['spark', 'machine learning', 'r', 'python']"
data scientist,lead,on-site,"Columbus, OH . On-site",a month ago,Finance,Public,"290,750","290,750",155271,174741.9834,"['sql', 'machine learning', 'tableau', 'python']"
data scientist,senior,on-site,NA,20 hours ago,Technology,Public,"2,270",NA,94259 - 172805,106079.0786,[]
data scientist,lead,NA,"Wellesley Hills, MA",14 days ago,Healthcare,Public,"300,020","300,020",131704 - 263406,148219.68159999998,"['sql', 'r', 'python']"
data scientist,midlevel,on-site,"Noida, Uttar Pradesh, India",6 days ago,Healthcare,Public,"37,940",NA,18195,20476.653,"['r', 'python', 'sql', 'hadoop', 'machine learning']"
data scientist,senior,NA,"Birmingham, MI",a month ago,Healthcare,Private,"76,060","76,060",69597 - 86951,78324.4638,"['pandas', 'aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'gcp', 'azure']"
machine learning engineer,senior,NA,"Bengaluru, Karnataka, India",14 days ago,Technology,Public,"492,225","492,225",10525 - 26186,11844.835,"['azure', 'machine learning', 'python']"
data scientist,senior,on-site,"Doral, FL",2 days ago,Technology,Public,"20,010",NA,63112 - 129236,71026.2448,"['r', 'python', 'sql', 'machine learning', 'tableau']"
data scientist,senior,NA,"Gurugram, Haryana, India . Hyderabad, Telangana, India",6 days ago,Technology,Public,"26,640",NA,18678,21020.2212,"['pytorch', 'aws', 'git', 'python', 'java', 'gcp', 'azure', 'tensorflow']"
data scientist,lead,NA,"Bengaluru, Karnataka, India",7 days ago,Technology,Private,590,590,23240,26154.296,"['pytorch', 'aws', 'python', 'docker', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow']"
data scientist,junior,hybrid,"Toronto, Ontario, Canada . Markham, Ontario, Canada . Hybrid",14 days ago,Finance,Public,"29,530",NA,73455,82666.257,['python']
machine learning engineer,senior,hybrid,"San Diego, CA . Hybrid",a month ago,Technology,Public,"27,390",NA,115179 - 208201,129622.4466,['r']
data scientist,senior,NA,"London, England, United Kingdom",a month ago,Technology,Public,"10,030",NA,76372,85949.04879999999,"['powerbi', 'python', 'sql', 'machine learning', 'tableau']"
machine learning engineer,senior,NA,"Pune, Maharashtra, India",4 days ago,Logistics,Private,"38,120","38,120",26752,30106.7008,"['spark', 'aws', 'powerbi', 'python', 'docker', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure']"
data scientist,NA,on-site,NA,5 days ago,Technology,Private,600,600,112341,126428.56139999999,[]
data scientist,senior,on-site,"Mountain View, CA . New York, NY . San Bruno, CA",14 days ago,Technology,Public,"258,800","258,800",179934 - 265787,202497.7236,"['sql', 'r', 'python']"
data scientist,lead,on-site,"Richmond, VA",a month ago,Retail,Public,"55,140","55,140",192716 - 219933,216882.5864,"['spark', 'aws', 'r', 'python', 'scala', 'database', 'sql', 'machine learning', 'kubernetes', 'deep learning']"
data scientist,senior,hybrid,"Fort Meade, MD . Hybrid",23 days ago,Technology,Public,"27,070",NA,90424 - 205503,101763.1696,"['machine learning', 'python']"
data scientist,senior,on-site,"Sunnyvale, CA",18 days ago,Retail,Public,NA,NA,130611 - 261217,146989.6194,"['pytorch', 'spark', 'r', 'python', 'scala', 'java', 'machine learning', 'deep learning', 'tensorflow']"
data scientist,senior,NA,"Bengaluru, Karnataka, India",a month ago,Technology,Public,"222,500",NA,17919,20166.0426,"['pytorch', 'spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'hadoop', 'azure', 'tensorflow']"
data scientist,senior,NA,"Gurugram, Haryana, India . Bengaluru, Karnataka, India . Hyderabad, Telangana, India . Gurgaon, Haryana, India . Gurgaon, Haryana, Inde + 1 More",a month ago,Retail,Public,"865,476","865,476",51263 - 109545,57691.3802,"['amazon', 'spark', 'r', 'python', 'sql', 'machine learning', 'hadoop', 'deep learning']"
data scientist,senior,hybrid,"Tallinn, Harjumaa, Estonia . Hybrid",a month ago,Technology,Private,"3,790","3,790",61775,69521.58499999999,"['pandas', 'numpy', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'airflow', 'machine learning', 'deep learning']"
data scientist,senior,NA,"Bengaluru, Karnataka, India",a month ago,Technology,Private,590,590,23238,26152.0452,"['pytorch', 'aws', 'python', 'docker', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow']"
machine learning engineer,lead,on-site,"Seattle, WA . On-site",22 days ago,Finance,Public,"290,760","290,760",196372,220997.0488,"['pandas', 'numpy', 'pytorch', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']"
data scientist,senior,NA,Ukraine,7 days ago,Technology,Private,"10,210","10,210",65766,74013.0564,"['amazon', 'deep learning', 'machine learning', 'python']"
data scientist,senior,NA,"Bengaluru, Karnataka, India",20 days ago,Technology,Public,"524,588","524,588",33047 - 52697,37191.093799999995,"['database', 'machine learning', 'java']"
data scientist,midlevel,hybrid,"Irving, TX . Basking Ridge, NJ . Ashburn, VA . Hybrid",14 days ago,Technology,Public,"132,030","132,030",115081,129512.1574,[]
machine learning engineer,midlevel,NA,"Bengaluru, Karnataka, India",14 days ago,Technology,Public,"492,205","492,205",10526 - 26187,11845.9604,"['sql', 'python']"
data scientist,NA,hybrid,"Chicago, Illinois, United States . Hybrid",2 months ago,Technology,Private,"3,560","3,560",127872 - 137005,143907.1488,[]
data scientist,senior,on-site,"San Jose, CA",15 days ago,Retail,Public,"55,140","55,140",158011 - 180296,177825.5794,"['pytorch', 'aws', 'database', 'machine learning', 'tensorflow']"
data scientist,NA,remote,NA,5 days ago,Technology,Private,900,900,164405,185021.387,[]
data scientist,senior,NA,"Tampa, FL",7 days ago,Technology,Public,"27,420",NA,77776 - 140590,87529.11039999999,"['pytorch', 'aws', 'r', 'python', 'docker', 'scikit-learn', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure', 'matplotlib', 'tensorflow', 'tableau']"
data scientist,senior,on-site,"Annapolis Junction, MD",a month ago,Technology,Public,"20,030",NA,66405 - 136274,74732.18699999999,"['sql', 'machine learning', 'r', 'python']"
data scientist,lead,NA,"Bengaluru, Karnataka, India",7 days ago,Finance,Public,"290,770","290,770",27553 - 43657,31008.1462,"['machine learning', 'python']"
data scientist,senior,NA,"Zurich, Zurich, Switzerland",5 days ago,Technology,Public,"258,810","258,810",148524 - 185955,167148.90959999998,[]
data scientist,lead,on-site,"South San Francisco, CA",16 days ago,Healthcare,Public,"93,570","93,570",159837,179880.5598,"['pytorch', 'aws', 'machine learning', 'gcp', 'azure', 'tensorflow']"
data scientist,midlevel,remote,"San Salvador, San Salvador, El Salvador . Fully Remote",14 days ago,Technology,NA,Private,NA,25213,28374.710199999998,"['sql', 'machine learning', 'python']"
data scientist,lead,NA,"Columbia, MD",a month ago,Technology,Private,180,180,100474 - 146140,113073.4396,"['pytorch', 'spark', 'aws', 'r', 'python', 'scikit-learn', 'scala', 'sql', 'machine learning', 'gcp', 'azure', 'tensorflow']"
data scientist,senior,on-site,"Atlanta, GA",2 months ago,Retail,Public,"500,010",NA,116908,131568.2632,"['sql', 'tableau', 'python']"
data scientist,senior,hybrid,"Cambridge, MA . Hybrid",14 days ago,Healthcare,Public,"107,730","107,730",120837 - 224408,135989.95979999998,"['r', 'python']"
data scientist,senior,hybrid,"Brooklyn Park, MN . Hybrid",21 days ago,Retail,Public,"409,060","409,060",86769 - 156182,97649.8326,"['python', 'scala', 'sql', 'machine learning', 'hadoop', 'deep learning']"
data scientist,NA,hybrid,"Chennai, Tamil Nadu, India . Hybrid",2 months ago,Technology,Private,"3,520","3,520",34569,38903.9526,[]
data scientist,senior,on-site,"Bentonville, AR",16 days ago,Retail,Public,NA,NA,98645 - 197284,111015.083,"['spark', 'r', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']"
data scientist,senior,on-site,"Málaga, Andalusia, Spain",7 days ago,Finance,Private,"312,060","312,060",28046,31562.968399999998,"['pandas', 'numpy', 'python', 'machine learning', 'azure']"
data scientist,senior,hybrid,"Malvern, PA . Hybrid",4 days ago,Finance,Private,"20,600","20,600",115087 - 127874,129518.9098,['machine learning']
machine learning engineer,lead,on-site,"New York, NY . On-site",a month ago,Finance,Public,"290,740","290,740",164408,185024.7632,"['pandas', 'numpy', 'pytorch', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']"
machine learning engineer,junior,on-site,"San Jose, CA",8 months ago,Technology,Private,"110,010","110,010",132436 - 228335,149043.4744,"['pytorch', 'python', 'neural network', 'machine learning', 'deep learning', 'tensorflow']"
data scientist,senior,on-site,"Sunnyvale, CA",14 days ago,Technology,Public,"258,790","258,790",207334 - 292273,233333.6836,"['sql', 'r', 'python']"
data scientist,senior,on-site,"Massachusetts, United States . Massachusetts, Amerika Syarikat",a month ago,Finance,Public,"62,030","62,030",157012 - 263789,176701.30479999998,"['spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']"
data scientist,senior,hybrid,"Alpharetta, GA . Hybrid",7 days ago,Finance,Public,"11,060","11,060",94080,105877.632,['machine learning']
machine learning engineer,midlevel,NA,"Bengaluru, Karnataka, India",14 days ago,Technology,Public,"492,205","492,205",10529 - 26190,11849.336599999999,"['pytorch', 'aws', 'python', 'docker', 'machine learning', 'azure', 'tensorflow']"
data scientist,senior,hybrid,"Hartford, CT . Chicago, IL . Columbus, OH . Charlotte, NC . Columbus, Ohio, United States + 1 More . Hybrid",2 months ago,Finance,Public,"18,170","18,170",101126 - 151688,113807.2004,"['pandas', 'git', 'python', 'sql', 'matplotlib']"
machine learning engineer,senior,on-site,"Seattle, WA",14 days ago,Technology,Public,"26,050",NA,252999,284725.0746,"['scala', 'machine learning', 'python']"
data scientist,senior,remote,"California, United States",8 days ago,Healthcare,NA,"120,050","120,050",159841,179885.0614,"['r', 'python', 'scala', 'sql', 'machine learning', 'database', 'azure', 'tableau']"
data scientist,senior,hybrid,"New York, NY . Hybrid",7 days ago,Technology,Public,"5,030","5,030",135178 - 168971,152129.3212,[]
data scientist,senior,hybrid,"Alpharetta, GA . Hybrid",7 days ago,Technology,Public,"261,070","261,070",85860 - 150249,96626.844,"['pytorch', 'spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']"
data scientist,lead,NA,"Singapore, Singapore",20 days ago,Finance,Public,"30,840",NA,67039,75445.6906,"['spark', 'git', 'python', 'sql', 'machine learning', 'hadoop', 'deep learning']"
machine learning engineer,senior,on-site,"Newport Beach, CA",19 days ago,Technology,Public,"117,760","117,760",114169 - 127869,128485.7926,"['pytorch', 'machine learning', 'database', 'deep learning', 'tensorflow']"
data scientist,senior,on-site,"Seattle, WA . Santa Clara, CA",11 days ago,Retail,Public,"865,476","865,476",149803 - 168061,168588.29619999998,"['amazon', 'aws', 'r', 'python', 'sql', 'machine learning', 'tableau']"
data scientist,senior,hybrid,"Irving, TX . Lake Mary, FL . Basking Ridge, NJ . Boston, MA . Hybrid",6 days ago,Technology,Public,"132,040","132,040",73984,83261.5936,"['pandas', 'numpy', 'pytorch', 'spark', 'r', 'python', 'java', 'sklearn', 'sql', 'machine learning', 'keras', 'deep learning', 'matplotlib', 'tensorflow', 'tableau']"
data scientist,senior,NA,"Bengaluru, Karnataka, India",13 days ago,Technology,Public,"26,090",NA,32733,36837.718199999996,"['sql', 'tableau', 'python']"
data scientist,senior,remote,Canada . Fully Remote,14 days ago,Technology,Private,30,30,137004 - 155270,154184.3016,"['sql', 'machine learning', 'tableau', 'python']"
data scientist,senior,on-site,"Bethesda, MD . On-site",a month ago,Technology,Public,"27,410",NA,95587 - 172786,107573.60979999999,"['amazon', 'aws', 'git', 'r', 'python', 'docker', 'sql', 'kubernetes', 'hadoop']"
data scientist,midlevel,on-site,"Noida, Uttar Pradesh, India",7 days ago,Healthcare,Public,"37,950",NA,18199,20481.154599999998,"['spark', 'python', 'sql', 'machine learning', 'deep learning']"
data scientist,senior,NA,"Noida, Uttar Pradesh, India . Bengaluru, Karnataka, India",16 days ago,Technology,Public,"21,300","21,300",29932 - 37411,33685.472799999996,"['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'python', 'scala', 'sql', 'hadoop', 'machine learning', 'keras', 'azure']"
data scientist,senior,hybrid,"Greenwood Village, CO . Hybrid",9 days ago,Technology,Public,"96,040",NA,80559,90661.0986,"['pytorch', 'aws', 'python', 'sql', 'machine learning', 'hadoop', 'azure', 'tensorflow']"
data scientist,senior,on-site,NA,2 days ago,Technology,Public,"5,570","5,570",189974,213796.7396,[]
data scientist,senior,on-site,"Chantilly, VA . On-site",a month ago,Technology,Public,"26,040","26,040",114169,128485.7926,"['aws', 'azure']"
data scientist,midlevel,remote,"Quito, Pichincha, Ecuador . Fully Remote",14 days ago,Technology,NA,Private,NA,25216,28378.0864,"['sql', 'machine learning', 'python']"
data scientist,midlevel,remote,"Podgorica, Montenegro . Fully Remote",14 days ago,Technology,NA,Private,NA,25212,28373.5848,"['sql', 'machine learning', 'python']"
data scientist,senior,hybrid,"Hickam Village, HI . Hybrid",14 days ago,Technology,Public,"27,020",NA,90425 - 205504,101764.295,"['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'java', 'machine learning', 'gcp', 'kubernetes', 'hadoop', 'azure', 'matplotlib', 'tensorflow']"
data scientist,lead,NA,"Hyderabad, Telangana, India",6 days ago,Technology,Private,180,180,19776,22255.9104,"['pandas', 'numpy', 'aws', 'r', 'python', 'machine learning', 'gcp', 'azure']"
data scientist,senior,on-site,"San Francisco, CA",7 days ago,Technology,Public,"6,040","6,040",184128 - 240389,207217.6512,"['tableau', 'sql', 'r', 'python']"
data scientist,senior,on-site,"Mountain View, CA",14 days ago,Technology,Public,"258,800","258,800",167139 - 247512,188098.23059999998,"['sql', 'r', 'python']"
data scientist,senior,hybrid,"Chennai, Tamil Nadu, India . Hybrid",21 days ago,Technology,Public,"34,640","34,640",33313 - 42993,37490.4502,"['r', 'python', 'sql', 'gcp', 'machine learning']"
